Dataset,Type,Lang,file,vowel,prec,foll,start,end,F1,F2,MD,Alignment,Transcript,Linguistic,Formant,Fine,BG Music?,BG Other?,Poor Audio?,Coartic?,Hi Voice,Describe,Notes
cv,mean,kaz,00065_common_voice_kk_24975872,ɑ,q,s,3.72,3.78,650.6,1232.34,0.115,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,
cv,mean,kaz,00065_common_voice_kk_24975907,ɪ,j,n,3.5,3.53,381.764,1493.454,0.378,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,
cv,mean,kaz,00065_common_voice_kk_24975939,e,j,ʊ,4.35,4.44,412.2,1549.331,0.949,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,
cv,mean,kaz,00065_common_voice_kk_24976008,ɑ,ʁ,t,3.09,3.17,641.438,1145.481,0.271,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,
cv,mean,kaz,00070_common_voice_kk_25008903,e,j,k,3,3.03,345.435,2057.759,0.906,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,
cv,mean,kaz,00071_common_voice_kk_24982042,ɪ,r,b,1.16,1.25,385.909,1541.69,0.217,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,
cv,mean,swe,00000_common_voice_sv-SE_24398851,ɛː,d,r,1.13,1.18,542.178,1458.905,0.426,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,
cv,mean,swe,00000_common_voice_sv-SE_24440887,eː,d,t,0.59,0.63,402.349,1574.651,0.819,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,foll-foll:[sk],
cv,mean,swe,00057_common_voice_sv-SE_23538787,iː,v,t,4.42,4.5,334.802,1955.492,0.476,,X Transcript,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
cv,mean,swe,00082_common_voice_sv-SE_25577969,ɐ,r,n,2.78,2.83,558.937,1103.706,0.475,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,foll:[z],
cv,mean,swe,00094_common_voice_sv-SE_25923733,ɑː,n,ɧ,1.12,1.18,615.984,1256.82,0.369,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,
cv,mean,swe,00144_common_voice_sv-SE_24960871,iː,l,k,1.19,1.32,355.974,1877.871,0.09,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,
cv,mean,swe,00192_common_voice_sv-SE_18844812,ɑː,r,t,0.8,0.86,522.474,1395.037,0.86,,,Deletion,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
cv,mean,swe,00192_common_voice_sv-SE_18845070,ɛː,ʉː,r,0.43,0.48,561.072,1732.824,0.876,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,
cv,mean,swe,00192_common_voice_sv-SE_21179005,iː,h,d,1.9,1.94,373.268,1896.996,0.049,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,
cv,mean,swe,00192_common_voice_sv-SE_21179110,ɪ,t,m,1.9,1.98,396.25,1960.081,0.195,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,
cv,mean,swe,00192_common_voice_sv-SE_25051550,ɑː,øː,d,2.59,2.63,638.125,1232.114,0.762,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,
cv,mean,swe,00192_common_voice_sv-SE_25967397,ɛ,s,t,2.07,2.19,623.099,1592.448,0.852,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,
cv,mean,swe,00192_common_voice_sv-SE_25967494,ɐ,r,m,1.78,1.82,642.958,1062.193,0.446,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,
cv,mean,swe,00192_common_voice_sv-SE_26573063,eː,d,n,0.36,0.39,476.905,1625.664,0.06,,,Change,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,[ɛ],following consonant not present
cv,mean,swe,00192_common_voice_sv-SE_26573394,ɔ,f,l,0.66,0.71,507.807,882.557,0.427,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,
cv,mean,swe,00213_common_voice_sv-SE_20463071,uː,k,,2.36,2.55,479.59,873.332,0.476,Target Overlap,X Sounds,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"foll:[ɑː], but breathy",
cv,mean,swe,00213_common_voice_sv-SE_20464296,ɑː,t,d,1.74,1.78,531.707,1182.833,0.274,,,Change,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,[ɐ],
cv,mean,swe,00213_common_voice_sv-SE_20464339,iː,ɡ,t,1.65,1.69,349.443,1818.511,0.225,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,
cv,mean,swe,00213_common_voice_sv-SE_20464339,ɛ,ɑː,t,1.22,1.31,521.363,1490.503,0.137,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,
cv,mean,swe,00244_common_voice_sv-SE_24966463,eː,r,b,0.76,0.8,445.97,1467.315,0.42,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,
cv,mean,swe,00282_common_voice_sv-SE_25016571,ɐ,h,n,5.66,5.78,618.027,1081.053,0.186,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,"continue from here, despite check"
cv,mean,swe,00317_common_voice_sv-SE_25170084,øː,ɕ,n,1.03,1.2,534.053,1287.081,0.11,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,
cv,mean,swe,00337_common_voice_sv-SE_18858738,ɛ,s,t,1.24,1.37,576.594,1520.838,0.122,Target Overlap,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
cv,mean,swe,00370_common_voice_sv-SE_20543026,ɑː,j,ɡ,0.7,0.75,512.6,1134.028,0.696,Target Overlap,,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,,
cv,mean,swe,00418_common_voice_sv-SE_19101647,ɐ,,t,0.77,0.84,624.029,1155.106,0,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,
cv,mean,swe,00426_common_voice_sv-SE_27668869,ɛː,d,r,0.97,1,636.357,1601.679,0.614,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,
cv,mean,swe,00429_common_voice_sv-SE_18858733,oː,n,n,1.11,1.19,517.087,891.082,0.94,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,
cv,mean,swe,00444_common_voice_sv-SE_27697030,øː,r,t,1.22,1.3,515.928,1506.17,0.84,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,
cv,mean,swe,00489_common_voice_sv-SE_24963905,eː,d,t,1.05,1.08,516.887,1412.255,0.486,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,
cv,mean,swe,00490_common_voice_sv-SE_24971436,œ,d,m,2.34,2.49,496.81,1452.525,0.563,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,
cv,mean,swe,00501_common_voice_sv-SE_22153285,ɵ,l,ŋ,0.46,0.51,381.063,1279.061,0.154,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,
cv,mean,swe,00507_common_voice_sv-SE_21311574,ɛː,d,r,1.09,1.16,662.07,1467.925,0.731,,,Change,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,[ɑː],
cv,mean,swe,00546_common_voice_sv-SE_20846223,eː,j,d,0.65,0.76,525.906,1656.438,0.549,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,
cv,mean,swe,00548_common_voice_sv-SE_19845649,uː,t,m,1,1.03,453.899,1008.4,0.116,,,,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,,
cv,mean,swe,00593_common_voice_sv-SE_18712264,ɛ,v,ɧ,1.58,1.63,548.889,1511.324,0.018,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,
cv,mean,swe,00603_common_voice_sv-SE_24965363,ɑː,t,l,1.03,1.14,569.872,1041.133,0.585,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,
cv,mean,swe,00603_common_voice_sv-SE_24980944,uː,t,d,1.01,1.12,396.545,912.765,0.238,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,
cv,mean,swe,00603_common_voice_sv-SE_26061225,ɐ,t,d,3.56,3.63,563.609,1118.301,0.403,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,
cv,mean,swe,00603_common_voice_sv-SE_26068711,iː,f,b,5.22,5.37,365.504,2035.955,0.758,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,
cv,mean,swe,00620_common_voice_sv-SE_21363960,ɑː,n,s,1.37,1.43,531.741,1271.658,0.275,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,
